Noise Multiplier,Final Accuracy,Final Loss,Final Epsilon
0.5,0.9122807017543859,0.2383847704582047,212.5286759099723
0.8,0.9473684210526315,0.21331185834449634,82.15503475555727
1.0,0.956140350877193,0.16911642645534716,54.75315883116074
1.1,0.9385964912280702,0.1901624440624003,46.51649115045312
1.3,0.9298245614035088,0.21569628673687316,35.298121628121244
1.5,0.9298245614035088,0.1897329680229488,28.223760860659656
